"","text"
"10801","watch live pm follow along twitter live updates "
"10802"," luck lindsey thank hosts accommodating senator grahams refusal take covid test changing debate format keep everyone safe "
"10803"," one idols growing guy size power forward leading best fast break time incredible showtime lakers always house thank kind words magic hoping w tonight "
"10804","representation matters role models looked like grew way big part reason running senate today feel like already won race impact making nov rd just going make official "
"10805","check email inbox seems like got lot unanswered requests talk media "
"10806","today proud day south carolina one nobel prize winner thank governor beasley team eradicate hunger around world "
"10807"," real chance make history folks keep calling keep texting importantly vote "
"10808","help us cross finish line donate "
"10809","good morning raise hand ready sendlindseyhome days "
"10810","joining morning am "
"10811"," take test lindsey "
"10812"," witnessing emergence new south one bold diverse inclusive senator office will proudly represent rich diversity south carolina thank work keep government reflective people "
"10813"," excited tomorrows debate need real leadership pandemic debate moderators agreed take covid test prior debating scheduled test calling sen graham "
"10814"," great time speaking pints politics yesterday thanks "
"10815"," heard man "
"10816"," think time senate donate "
"10817","checks watch deep exhale well much time "
"10818"," second picture taken february precovid"
"10819"," started going "
"10820"," good word just like grandpa told south carolina deserves senator keeps word people "
"10821","thousands jobs lost south carolina nearly documented covid cases deaths lack urgency comes solving literal lifedeath emergency stunning acts almost like someone elses problem "
"10822"," winning "
"10823"," make calls sendlindseyhome "
"10824"," thanks support"
"10825"," thank vote support cant without "
"10826"," im sorry loss isaiah thank support cant without "
"10827"," thank support"
"10828"," thank vote go team"
"10829"," thank support cant without remember can vote early"
"10830"," whoo thanks vote go team"
"10831"," late request ballot can request right now "
"10832"," thank support"
"10833"," thank voting go team"
"10834"," thank vote go team"
"10835"," can pull donate now help us cross finish line "
"10836"," race supposed close y believed vision south carolina works us matter neighborhood live look like today ranked race toss anybodys race win win "
